City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct
"Florence, AL",-87.6654,34.8303,"Southaven, MS",-89.9787,34.9514,"Alhambra, CA",-118.1355,34.084,Is Florence AL closer to Southaven MS or Alhambra CA?,"Southaven, MS",0
"Chula Vista, CA",-117.0145,32.6281,"Knoxville, TN",-83.9496,35.9692,"Detroit, MI",-83.1024,42.3834,Is Chula Vista CA closer to Knoxville TN or Detroit MI?,"Detroit, MI",0
"Caldwell, ID",-116.6591,43.6453,"Honolulu, HI",-157.846,21.3294,"Silver Spring, MD",-77.0207,39.0028,Is Caldwell ID closer to Honolulu HI or Silver Spring MD?,"Silver Spring, MD",1
"Levittown, NY",-73.5125,40.7241,"Glendora, CA",-117.8468,34.1449,"Albany, NY",-73.7987,42.6664,Is Levittown NY closer to Glendora CA or Albany NY?,"Albany, NY",1
"East Stroudsburg, PA",-75.1779,41.0023,"West Haven, CT",-72.9672,41.2739,"Williamsburg, VA",-76.7076,37.2692,Is East Stroudsburg PA closer to West Haven CT or Williamsburg VA?,"West Haven, CT",0
"Burlington, VT",-73.2314,44.4877,"Midland, TX",-102.1137,32.0249,"Santee, CA",-116.9851,32.8554,Is Burlington VT closer to Midland TX or Santee CA?,"Midland, TX",0
"Sherman, TX",-96.6218,33.6274,"Concord, NC",-80.6366,35.3933,"Apex, NC",-78.8728,35.7239,Is Sherman TX closer to Concord NC or Apex NC?,"Concord, NC",0
"Pueblo, CO",-104.6112,38.2705,"Boca Raton, FL",-80.108,26.3752,"Sarasota, FL",-82.5431,27.3386,Is Pueblo CO closer to Boca Raton FL or Sarasota FL?,"Boca Raton, FL",1
"Wilmington, DE",-75.5413,39.7415,"Cheyenne, WY",-104.79,41.1351,"Brentwood, CA",-121.7191,37.9355,Is Wilmington DE closer to Cheyenne WY or Brentwood CA?,"Cheyenne, WY",0
"Livermore, CA",-121.7608,37.6862,"O'Fallon, MO",-90.7175,38.785,"Rowlett, TX",-96.5488,32.9157,Is Livermore CA closer to O'Fallon MO or Rowlett TX?,"Rowlett, TX",1
"Chicopee, MA",-72.5719,42.1764,"Mandeville, LA",-90.0904,30.3751,"Torrance, CA",-118.3417,33.8346,Is Chicopee MA closer to Mandeville LA or Torrance CA?,"Mandeville, LA",0
"Baldwin Park, CA",-117.9721,34.0829,"Visalia, CA",-119.3269,36.3276,"Muskegon, MI",-86.2563,43.2281,Is Baldwin Park CA closer to Visalia CA or Muskegon MI?,"Visalia, CA",0
"Beloit, WI",-89.0184,42.523,"Brandon, FL",-82.3,27.9367,"Parma, OH",-81.7286,41.3843,Is Beloit WI closer to Brandon FL or Parma OH?,"Brandon, FL",1
"Wheaton, IL",-88.1083,41.8561,"Shreveport, LA",-93.7956,32.4656,"Warwick, RI",-71.4334,41.7062,Is Wheaton IL closer to Shreveport LA or Warwick RI?,"Shreveport, LA",0
"Apple Valley, CA",-117.2104,34.5328,"Aliso Viejo, CA",-117.7289,33.5792,"DeKalb, IL",-88.7482,41.9313,Is Apple Valley CA closer to Aliso Viejo CA or DeKalb IL?,"Aliso Viejo, CA",0
"Blaine, MN",-93.2077,45.1696,"White Plains, NY",-73.7549,41.022,"Placentia, CA",-117.8553,33.8807,Is Blaine MN closer to White Plains NY or Placentia CA?,"White Plains, NY",0
"Rochester, MN",-92.4778,44.0151,"Parma, OH",-81.7286,41.3843,"Cartersville, GA",-84.8007,34.1639,Is Rochester MN closer to Parma OH or Cartersville GA?,"Parma, OH",0
"Richmond, VA",-77.4756,37.5295,"Rialto, CA",-117.3894,34.1174,"Peoria, IL",-89.6153,40.752,Is Richmond VA closer to Rialto CA or Peoria IL?,"Rialto, CA",1
"Savannah, GA",-81.1784,32.0281,"Jupiter, FL",-80.1128,26.9199,"Pleasanton, CA",-121.8805,37.6663,Is Savannah GA closer to Jupiter FL or Pleasanton CA?,"Jupiter, FL",0
"Greenville, NC",-77.3768,35.5956,"Burlington, VT",-73.2314,44.4877,"Elizabeth, NJ",-74.1912,40.6657,Is Greenville NC closer to Burlington VT or Elizabeth NJ?,"Burlington, VT",1
"Carmichael, CA",-121.323,38.6337,"Redondo Beach, CA",-118.3766,33.8574,"Mission, TX",-98.3251,26.2041,Is Carmichael CA closer to Redondo Beach CA or Mission TX?,"Redondo Beach, CA",0
"Delano, CA",-119.2637,35.767,"Youngstown, OH",-80.6463,41.0993,"Spokane Valley, WA",-117.2346,47.6626,Is Delano CA closer to Youngstown OH or Spokane Valley WA?,"Spokane Valley, WA",1
"Titusville, FL",-80.8193,28.5727,"Carmel, IN",-86.146,39.965,"South Bend, IN",-86.2696,41.6767,Is Titusville FL closer to Carmel IN or South Bend IN?,"Carmel, IN",0
"Jurupa Valley, CA",-117.4705,34.001,"Lake Jackson, TX",-95.4522,29.0516,"Ontario, CA",-117.6064,34.0393,Is Jurupa Valley CA closer to Lake Jackson TX or Ontario CA?,"Ontario, CA",1
"Albany, GA",-84.1762,31.5776,"Cleveland, OH",-81.6804,41.4767,"Los Lunas, NM",-106.7803,34.8115,Is Albany GA closer to Cleveland OH or Los Lunas NM?,"Cleveland, OH",0
"Pocatello, ID",-112.4646,42.8724,"Fredericksburg, VA",-77.4872,38.2992,"Bellingham, WA",-122.4687,48.7543,Is Pocatello ID closer to Fredericksburg VA or Bellingham WA?,"Bellingham, WA",1
"Napa, CA",-122.3011,38.2976,"Warwick, RI",-71.4334,41.7062,"Indio, CA",-116.2346,33.7346,Is Napa CA closer to Warwick RI or Indio CA?,"Indio, CA",1
"Fargo, ND",-96.8292,46.8652,"Brunswick, GA",-81.474,31.145,"Chicopee, MA",-72.5719,42.1764,Is Fargo ND closer to Brunswick GA or Chicopee MA?,"Chicopee, MA",1
"Milpitas, CA",-121.8921,37.4339,"West Haven, CT",-72.9672,41.2739,"Sandy Springs, GA",-84.3703,33.9366,Is Milpitas CA closer to West Haven CT or Sandy Springs GA?,"West Haven, CT",1
"Port Arthur, TX",-93.9264,29.8554,"West Covina, CA",-117.9112,34.0555,"Kannapolis, NC",-80.6403,35.4764,Is Port Arthur TX closer to West Covina CA or Kannapolis NC?,"West Covina, CA",1
"Binghamton, NY",-75.9093,42.1014,"Waukegan, IL",-87.8716,42.3697,"Wellington, FL",-80.2699,26.6461,Is Binghamton NY closer to Waukegan IL or Wellington FL?,"Waukegan, IL",0
"Minnetonka, MN",-93.4598,44.9322,"Des Moines, IA",-93.6105,41.5725,"Charlotte, NC",-80.8304,35.208,Is Minnetonka MN closer to Des Moines IA or Charlotte NC?,"Des Moines, IA",0
"Lansing, MI",-84.5601,42.7142,"Ontario, CA",-117.6064,34.0393,"Greeley, CO",-104.7706,40.4151,Is Lansing MI closer to Ontario CA or Greeley CO?,"Ontario, CA",1
"Pine Hills, FL",-81.4693,28.5818,"Arcadia, CA",-118.0373,34.1342,"Plainfield, NJ",-74.4157,40.6154,Is Pine Hills FL closer to Arcadia CA or Plainfield NJ?,"Arcadia, CA",1
"Weston, FL",-80.4054,26.1006,"Collierville, TN",-89.6988,35.0471,"Peoria, AZ",-112.2989,33.7844,Is Weston FL closer to Collierville TN or Peoria AZ?,"Peoria, AZ",0
"Diamond Bar, CA",-117.8161,33.9991,"Davis, CA",-121.7365,38.5552,"Texas City, TX",-94.9658,29.4128,Is Diamond Bar CA closer to Davis CA or Texas City TX?,"Davis, CA",0
"Cupertino, CA",-122.0465,37.3168,"Helena, MT",-112.0202,46.5965,"North Miami, FL",-80.1686,25.9007,Is Cupertino CA closer to Helena MT or North Miami FL?,"Helena, MT",0
"St. Clair Shores, MI",-82.8957,42.4921,"Lauderhill, FL",-80.2242,26.1605,"Burnsville, MN",-93.2795,44.7648,Is St. Clair Shores MI closer to Lauderhill FL or Burnsville MN?,"Lauderhill, FL",1
"Catalina Foothills, AZ",-110.8835,32.3041,"Kendale Lakes, FL",-80.4078,25.7081,"Glens Falls, NY",-73.6459,43.3109,Is Catalina Foothills AZ closer to Kendale Lakes FL or Glens Falls NY?,"Kendale Lakes, FL",0
"Aurora, CO",-104.7273,39.7087,"Atlanta, GA",-84.4224,33.7627,"Coon Rapids, MN",-93.3095,45.1755,Is Aurora CO closer to Atlanta GA or Coon Rapids MN?,"Atlanta, GA",1
"Pittsburgh, PA",-79.9762,40.4396,"Waldorf, MD",-76.9195,38.6085,"Collierville, TN",-89.6988,35.0471,Is Pittsburgh PA closer to Waldorf MD or Collierville TN?,"Waldorf, MD",0
"Stonecrest, GA",-84.1372,33.6842,"Vista, CA",-117.2386,33.1896,"South Hill, WA",-122.2848,47.1203,Is Stonecrest GA closer to Vista CA or South Hill WA?,"Vista, CA",0
"Arlington, VA",-77.1011,38.8786,"Kenosha, WI",-87.8765,42.5864,"Carson City, NV",-119.7474,39.1512,Is Arlington VA closer to Kenosha WI or Carson City NV?,"Kenosha, WI",0
"Levittown, NY",-73.5125,40.7241,"Las Cruces, NM",-106.7892,32.3265,"South San Francisco, CA",-122.4197,37.6536,Is Levittown NY closer to Las Cruces NM or South San Francisco CA?,"Las Cruces, NM",0
"Bellingham, WA",-122.4687,48.7543,"Mount Vernon, WA",-122.3115,48.4202,"Carmichael, CA",-121.323,38.6337,Is Bellingham WA closer to Mount Vernon WA or Carmichael CA?,"Mount Vernon, WA",0
"Redding, CA",-122.365,40.5698,"Wyoming, MI",-85.7066,42.8909,"DeKalb, IL",-88.7482,41.9313,Is Redding CA closer to Wyoming MI or DeKalb IL?,"Wyoming, MI",1
"Alexandria, VA",-77.0861,38.8185,"San Tan Valley, AZ",-111.5472,33.1879,"Redmond, WA",-122.1169,47.6762,Is Alexandria VA closer to San Tan Valley AZ or Redmond WA?,"San Tan Valley, AZ",0
"Spring, TX",-95.383,30.0613,"Walla Walla, WA",-118.3366,46.067,"South Lyon, MI",-83.6526,42.4614,Is Spring TX closer to Walla Walla WA or South Lyon MI?,"Walla Walla, WA",1
"Orland Park, IL",-87.8619,41.6074,"Murrieta, CA",-117.1909,33.572,"The Villages, FL",-81.9888,28.9021,Is Orland Park IL closer to Murrieta CA or The Villages FL?,"Murrieta, CA",1
"Plainfield, NJ",-74.4157,40.6154,"High Point, NC",-79.9938,35.9907,"Pflugerville, TX",-97.6022,30.452,Is Plainfield NJ closer to High Point NC or Pflugerville TX?,"High Point, NC",0
"Monterey Park, CA",-118.1326,34.0497,"Mishawaka, IN",-86.1669,41.6736,"Dayton, OH",-84.1998,39.7797,Is Monterey Park CA closer to Mishawaka IN or Dayton OH?,"Mishawaka, IN",0
"Waldorf, MD",-76.9195,38.6085,"Buena Park, CA",-118.0046,33.8572,"Meridian, ID",-116.3968,43.6112,Is Waldorf MD closer to Buena Park CA or Meridian ID?,"Buena Park, CA",1
"Stonecrest, GA",-84.1372,33.6842,"Pharr, TX",-98.1904,26.1685,"St. Paul, MN",-93.104,44.9477,Is Stonecrest GA closer to Pharr TX or St. Paul MN?,"Pharr, TX",1
